,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SZ300274,0.2498662415714773,1.0,-0.025123,0.2749892417164358,0.2749892417164358,,,2026-04-07,10.165396,10.034855
1,SH600893,0.1351748939116423,1.0,-0.016869843,0.15204473691777634,0.15204473691777634,SH600893,航发动力,2026-04-07,6.5066485,6.4704733
2,SH600219,0.1249362593498203,0.6666666666666666,0.0,0.1249362593498203,0.1249362593498203,SH600219,南山铝业,2026-04-07,3.2892513,3.3256829
3,SZ002493,0.124535022155536,1.0,-0.011748254,0.13628327645469981,0.13628327645469981,,,2026-04-07,0.7813745,0.78865284
4,SH600115,0.1241853191978597,0.6666666666666666,-0.010835946,0.13502126480409138,0.13502126480409138,SH600115,中国东航,2026-04-07,0.562514,0.5684274
5,SZ300251,0.1135392705885628,0.6666666666666666,0.03396964,0.07956962985675127,0.07956962985675127,,,2026-04-07,2.0977297,2.2268
6,SH601600,0.1047465810181181,0.6666666666666666,0.044261098,0.060485483110098076,0.060485483110098076,SH601600,中国铝业,2026-04-07,0.04240538,0.044390887
7,SH603501,0.097422039214424,1.0,-0.012714148,0.11013618678217302,0.11013618678217302,SH603501,豪威集团,2026-04-07,1.7684058,1.7523401
8,SH603799,0.0915484769562062,1.0,-0.026036382,0.11758485867770278,0.11758485867770278,SH603799,华友钴业,2026-04-07,8.475113,8.426398
9,SZ301269,0.0863463328635466,1.0,-0.014913261,0.10125959380028365,0.10125959380028365,,,2026-04-07,0.015321144,0.015229828
10,SZ000425,0.0846227470838481,1.0,-0.023944259,0.10856700577372846,0.10856700577372846,,,2026-04-07,37.57558,37.402332
11,SH688082,0.0740946190755929,0.6666666666666666,0.0022813082,0.07181331090145959,0.07181331090145959,SH688082,盛美上海,2026-04-07,0.009259787,0.009498297
12,SH600362,0.0737658690221207,0.6666666666666666,-0.012955904,0.08672177302907871,0.08672177302907871,SH600362,江西铜业,2026-04-07,7.1642036,7.1433835
13,SH688111,0.0737439324701832,1.0,-0.039485395,0.11322932742486459,0.11322932742486459,SH688111,金山办公,2026-04-07,0.015667096,0.0154881915
14,SZ000002,0.0711727358799588,1.0,-0.020258248,0.09143098373228424,0.09143098373228424,,,2026-04-07,16.967703,16.795704
15,SH600584,0.0676882627532686,0.3333333333333333,-0.0017033815,0.06939164429165971,0.06939164429165971,SH600584,长电科技,2026-04-07,5.326978,5.388768
16,SZ000630,0.0645943624960979,1.0,-0.014573693,0.07916805577154956,0.07916805577154956,,,2026-04-07,23.07883,22.965387
17,SZ002916,0.0642828536918454,1.0,0.023100972,0.04118188151624726,0.04118188151624726,,,2026-04-07,1.7106048,1.7636375
18,SH601336,0.0627350229668833,1.0,-0.030660927,0.09339595026256811,0.09339595026256811,SH601336,新华保险,2026-04-07,0.15922861,0.1573914
19,SH601868,0.0594851287147173,0.6666666666666666,-0.025889933,0.08537506182400074,0.08537506182400074,SH601868,中国能建,2026-04-07,0.4309074,0.42621478
20,SH600926,0.057649738483799,1.0,0.007619977,0.05002976148642351,0.05002976148642351,SH600926,杭州银行,2026-04-07,0.27279142,0.2772695
21,SH603296,0.0556082169928975,0.6666666666666666,0.015976071,0.03963214563517045,0.03963214563517045,SH603296,华勤技术,2026-04-07,0.037541226,0.039125778
22,SH688223,0.0544264948875121,0.6666666666666666,-0.027696788,0.08212328319851674,0.08212328319851674,SH688223,晶科能源,2026-04-07,0.06377196,0.063030794
