,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SH600900,0.1798919003330127,1.0,-0.0011597276,0.18105162790640747,0.18105162790640747,SH600900,长江电力,2026-03-17,10.271844,10.342108
1,SH600023,0.167340986560341,1.0,0.0,0.167340986560341,0.167340986560341,SH600023,浙能电力,2026-03-17,0.27696615,0.28102428
2,SH601838,0.1634629959243486,1.0,-0.012195051,0.17565804664074874,0.17565804664074874,SH601838,成都银行,2026-03-17,0.34416142,0.34529328
3,SH601668,0.148743931810263,1.0,-0.0058285,0.15457243160426934,0.15457243160426934,SH601668,中国建筑,2026-03-17,0.6685119,0.6699683
4,SH600919,0.1415513001183492,1.0,-0.0038356185,0.14538691861429037,0.14538691861429037,SH600919,江苏银行,2026-03-17,0.37439105,0.37735134
5,SH600690,0.1404028665101758,1.0,-0.015630186,0.15603305211427126,0.15603305211427126,SH600690,海尔智家,2026-03-17,23.440514,23.422066
6,SH601169,0.1378121586795143,1.0,-0.007380128,0.1451922865863136,0.1451922865863136,SH601169,北京银行,2026-03-17,0.2595911,0.26047873
7,SH603195,0.1316313026485548,1.0,-0.012066126,0.14369742851830578,0.14369742851830578,SH603195,公牛集团,2026-03-17,0.06876543,0.06871437
8,SH601229,0.1302729585210979,1.0,-0.0007997751,0.1310727336446941,0.1310727336446941,SH601229,上海银行,2026-03-17,0.21528958,0.2168874
9,SH601939,0.1227379223389896,1.0,0.011723876,0.11101404633953892,0.11101404633953892,SH601939,建设银行,2026-03-17,0.7878988,0.80039644
10,SZ000999,0.1221260117903704,1.0,-0.0057789087,0.12790492051992364,0.12790492051992364,,,2026-03-17,0.68463683,0.68910867
11,SH601006,0.1219330559395943,1.0,0.0036022663,0.1183307896279488,0.1183307896279488,SH601006,大秦铁路,2026-03-17,1.2043189,1.2152865
12,SH601328,0.1218968966033995,1.0,-0.001599133,0.12349602961807846,0.12349602961807846,SH601328,交通银行,2026-03-17,0.27862558,0.28056037
13,SH600941,0.1166962678147449,1.0,0.008277774,0.1084184939576282,0.1084184939576282,SH600941,中国移动,2026-03-17,0.042788092,0.043268923
14,SH600027,0.1148283620187003,1.0,-0.001668036,0.1164963980027396,0.1164963980027396,SH600027,华电国际,2026-03-17,1.3513991,1.367571
15,SH600048,0.114716300195776,1.0,-0.018868983,0.13358528298767663,0.13358528298767663,SH600048,保利发展,2026-03-17,10.864978,10.847869
16,SH600660,0.113823085385645,1.0,-0.022165418,0.13598850305684862,0.13598850305684862,SH600660,福耀玻璃,2026-03-17,205.64857,203.72525
17,SH601818,0.1127461984270609,1.0,-0.005797088,0.11854328657327062,0.11854328657327062,SH601818,光大银行,2026-03-17,1.067313,1.0709682
18,SH600016,0.1080697963962064,1.0,-0.012753487,0.12082328302950718,0.12082328302950718,SH600016,民生银行,2026-03-17,15.286588,15.326746
19,SZ000538,0.1055391050162718,1.0,-0.0022819042,0.10782100923685285,0.10782100923685285,,,2026-03-17,75.77779,76.07165
20,SZ000983,0.0990405944066823,1.0,0.0,0.0990405944066823,0.0990405944066823,,,2026-03-17,8.027383,8.178186
21,SH600018,0.0983311814173542,1.0,-0.0022884011,0.10061958254421577,0.10061958254421577,SH600018,上港集团,2026-03-17,1.0286175,1.0338522
22,SH601012,0.0976150511399736,1.0,-0.0010937452,0.09870879637160201,0.09870879637160201,SH601012,隆基绿能,2026-03-17,18.495975,18.744822
23,SH600036,0.0955413155702065,1.0,-0.003786683,0.09932799865278706,0.09932799865278706,SH600036,招商银行,2026-03-17,14.764666,14.808181
24,SH600887,0.0923668561571807,1.0,-0.008996606,0.1013634620302886,0.1013634620302886,SH600887,伊利股份,2026-03-17,76.38483,76.842735
25,SH601816,0.0911335822384754,1.0,0.0,0.0911335822384754,0.0911335822384754,SH601816,京沪高铁,2026-03-17,0.13010079,0.13137378
26,SZ002371,0.086627109858732,1.0,-0.0017713904,0.08839850029681183,0.08839850029681183,,,2026-03-17,5.540185,5.57303
27,SH600741,0.0864420053209511,1.0,-0.0031915307,0.08963353602544939,0.08963353602544939,SH600741,华域汽车,2026-03-17,24.145813,24.402681
28,SH601766,0.0859209880065159,1.0,-0.017204344,0.10312533227912943,0.10312533227912943,SH601766,中国中车,2026-03-17,1.1443372,1.1392056
29,SZ000333,0.0805699441593216,1.0,-0.01375854,0.09432848431282502,0.09432848431282502,,,2026-03-17,1.3739868,1.3725522
30,SZ002459,0.0784812456929967,1.0,0.011322975,0.0671582705343053,0.0671582705343053,,,2026-03-17,0.06839742,0.07072106
31,SH601009,0.0763561255867376,1.0,-0.0042818785,0.08063800405811211,0.08063800405811211,SH601009,南京银行,2026-03-17,1.616802,1.6268171
32,SH600377,0.0722226027827935,1.0,0.00088596344,0.07133663934285209,0.07133663934285209,SH600377,宁沪高速,2026-03-17,2.9811654,3.0128558
33,SH601166,0.0689224402463732,1.0,-0.0063382983,0.07526073856714346,0.07526073856714346,SH601166,兴业银行,2026-03-17,1.3083396,1.3117764
