,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SH600547,0.3930537901670547,1.0,-0.049583435,0.44263722522564847,0.44263722522564847,SH600547,山东黄金,2026-05-25,138.07787,137.55214
1,SH600584,0.322006807824818,0.3333333333333333,-0.023028433,0.3450352411477245,0.3450352411477245,SH600584,长电科技,2026-05-25,11.190528,12.04172
2,SZ300274,0.2779341372639092,1.0,0.028493166,0.24944097129406057,0.24944097129406057,,,2026-05-25,14.466287,15.494338
3,SZ000807,0.2556148700934149,1.0,-0.058408797,0.31402366688067684,0.31402366688067684,,,2026-05-25,46.29942,45.931164
4,SH600522,0.2428870741277339,1.0,-0.035324514,0.27821158803993484,0.27821158803993484,SH600522,中天科技,2026-05-25,22.364574,22.596691
5,SH600460,0.2264291378366648,1.0,0.04955876,0.17687037910100806,0.17687037910100806,SH600460,士兰微,2026-05-25,16.964407,18.655888
6,SH688506,0.2191080246521181,1.0,-0.005442977,0.22455100160371722,0.22455100160371722,SH688506,百利天恒,2026-05-25,0.23072372,0.23331329
7,SH600426,0.2063673948030281,1.0,-0.008227348,0.21459474313066482,0.21459474313066482,SH600426,华鲁恒升,2026-05-25,48.50963,49.468445
8,SZ300661,0.1873073218218933,1.0,0.023404956,0.16390236595794067,0.16390236595794067,,,2026-05-25,6.1228013,6.7059474
9,SH600346,0.1846742478642216,1.0,-0.055640936,0.24031518376204875,0.24031518376204875,SH600346,恒力石化,2026-05-25,6.8006115,6.829776
10,SH600150,0.1754617405782527,1.0,-0.017326355,0.19278809555872145,0.19278809555872145,SH600150,中国船舶,2026-05-25,8.69532,8.987317
11,SZ300433,0.1629702805325205,1.0,0.046809435,0.11616084564177342,0.11616084564177342,,,2026-05-25,1.2924696,1.3771956
12,SZ300347,0.1613389938549166,1.0,-0.028623104,0.18996209795037558,0.18996209795037558,,,2026-05-25,2.6950092,2.6950326
13,SZ002493,0.1520715903547078,1.0,-0.017878532,0.16995012276437577,0.16995012276437577,,,2026-05-25,0.7166278,0.7148096
14,SH688082,0.146974022796969,0.6666666666666666,-0.062193573,0.20916759531817872,0.20916759531817872,SH688082,盛美上海,2026-05-25,0.015760362,0.016251883
15,SZ300124,0.1371276597177574,1.0,-0.034368157,0.17149581710453718,0.17149581710453718,,,2026-05-25,5.9406095,5.907603
16,SZ300782,0.1296559507129237,1.0,-0.007966638,0.13762258832431287,0.13762258832431287,,,2026-05-25,1.262669,1.3150495
17,SZ002049,0.1277941507262502,1.0,0.025432467,0.10236168326561787,0.10236168326561787,,,2026-05-25,66.88,72.18461
18,SZ002938,0.1270033409213616,1.0,-0.08694351,0.21394684811588063,0.21394684811588063,,,2026-05-25,0.28658745,0.27969387
19,SZ002648,0.1238164697585767,1.0,-0.0071134567,0.1309299264846509,0.1309299264846509,,,2026-05-25,3.175019,3.2015247
20,SZ002459,0.1234378534857822,1.0,-0.0116686225,0.1351064759795261,0.1351064759795261,,,2026-05-25,0.05239242,0.054157004
21,SH688981,0.1219762713207621,0.6666666666666666,-0.01984185,0.14181812112468667,0.14181812112468667,SH688981,中芯国际,2026-05-25,0.021696618,0.022327824
22,SZ300628,0.1087419889510962,1.0,-0.0015891194,0.11033110838545289,0.11033110838545289,,,2026-05-25,0.95462036,0.9591486
23,SZ002601,0.1037000626906556,1.0,-0.039780855,0.1434809178694886,0.1434809178694886,,,2026-05-25,0.2021132,0.20277677
24,SZ300759,0.1017549282135273,1.0,-0.007566929,0.10932185707705269,0.10932185707705269,,,2026-05-25,1.1399995,1.1495664
25,SH688256,0.1015915268604719,1.0,-0.050289452,0.15188097893643016,0.15188097893643016,SH688256,寒武纪,2026-05-25,0.06954662,0.06964705
26,SH600176,0.1001291566838517,1.0,-0.03796369,0.13809284505741737,0.13809284505741737,SH600176,中国巨石,2026-05-25,382.1798,387.03198
27,SZ300866,0.0986399490481674,1.0,0.027274728,0.07136522122681731,0.07136522122681731,,,2026-05-25,0.011551757,0.012104396
28,SZ002709,0.0979380823983749,1.0,0.02826786,0.06967022198577724,0.06967022198577724,,,2026-05-25,28.217152,29.942673
29,SZ000792,0.0938245702891406,1.0,-0.035381973,0.129206543078905,0.129206543078905,,,2026-05-25,10.811392,10.887155
30,SZ000977,0.0927737730694877,1.0,-0.041307986,0.134081758852111,0.134081758852111,,,2026-05-25,3.386036,3.414208
31,SZ000768,0.0926451162447931,0.6666666666666666,-0.026009083,0.11865419903898256,0.11865419903898256,,,2026-05-25,2.995629,2.9793801
32,SZ000975,0.0914293906160364,1.0,-0.058746815,0.1501762053438196,0.1501762053438196,,,2026-05-25,14.948135,15.024219
33,SH605499,0.0851590914086356,0.6666666666666666,-0.017791808,0.10295089906015538,0.10295089906015538,SH605499,东鹏饮料,2026-05-25,0.107245564,0.108200245
34,SH688036,0.0849868659747575,1.0,-0.021437585,0.10642445132860882,0.10642445132860882,SH688036,传音控股,2026-05-25,0.050573934,0.05105897
35,SH603296,0.0846127377494463,1.0,-0.029722333,0.11433507070385304,0.11433507070385304,SH603296,华勤技术,2026-05-25,0.042339318,0.04332676
36,SH600188,0.0830186834267559,1.0,0.024206042,0.05881264113702202,0.05881264113702202,SH600188,兖矿能源,2026-05-25,35.741035,37.038628
37,SZ300316,0.0811079681488505,1.0,0.0037243366,0.077383631524705,0.077383631524705,,,2026-05-25,4.145308,4.3857656
38,SH603019,0.0796314855253409,1.0,-0.0354203,0.11505178410169588,0.11505178410169588,SH603019,中科曙光,2026-05-25,27.074766,27.541887
39,SZ300413,0.0783176465284882,1.0,0.0012767315,0.07704091503739934,0.07704091503739934,,,2026-05-25,0.32526407,0.33178666
40,SH600219,0.0774336210129407,1.0,-0.05984783,0.13728145273901493,0.13728145273901493,SH600219,南山铝业,2026-05-25,3.1188543,3.1079469
41,SZ300498,0.0772125657524536,1.0,-0.01864189,0.09585445484775999,0.09585445484775999,,,2026-05-25,0.02125216,0.02137858
42,SH601689,0.0768632679798231,0.6666666666666666,-0.051237106,0.12810037430306528,0.12810037430306528,SH601689,拓普集团,2026-05-25,1.4412494,1.4166154
43,SH603893,0.0713007694632354,1.0,0.030967116,0.0403336531073394,0.0403336531073394,SH603893,瑞芯微,2026-05-25,1.0737929,1.1726985
44,SH605117,0.0702076082421268,1.0,0.05463016,0.015577447910400721,0.015577447910400721,SH605117,德业股份,2026-05-25,3.121859,3.4134612
45,SZ002001,0.0685357575386986,1.0,-0.029444575,0.09798033284845202,0.09798033284845202,,,2026-05-25,110.43201,109.7667
46,SZ300251,0.0682406335606756,1.0,0.019847393,0.048393240524786926,0.048393240524786926,,,2026-05-25,1.7602214,1.8287474
47,SZ000408,0.0673806798482341,0.6666666666666666,-0.040965557,0.10834623694662278,0.10834623694662278,,,2026-05-25,11.410605,11.4577465
48,SZ002241,0.0651031580467269,1.0,0.035523057,0.02958010106277914,0.02958010106277914,,,2026-05-25,16.20937,17.206598
49,SH603501,0.0639891187179252,1.0,-0.0104138255,0.07440294422985758,0.07440294422985758,SH603501,豪威集团,2026-05-25,1.9650466,2.008604
50,SZ000983,0.0637062702313508,1.0,0.0045906305,0.05911563970003976,0.05911563970003976,,,2026-05-25,7.608585,7.8176293
51,SZ000617,0.0632025626216753,1.0,-0.025264502,0.08846706419333057,0.08846706419333057,,,2026-05-25,4.572914,4.5894804
52,SZ300803,0.0626128867976026,1.0,-0.036393344,0.09900623119991583,0.09900623119991583,,,2026-05-25,2.63663,2.6547413
53,SZ000333,0.0620358988672424,1.0,0.006039977,0.05599592179357297,0.05599592179357297,,,2026-05-25,1.4183565,1.4313893
54,SZ000338,0.0620245998172197,0.6666666666666666,-0.010047257,0.07207185676378342,0.07207185676378342,,,2026-05-25,4.544639,4.677613
55,SH601877,0.0620241490630087,1.0,0.0067408085,0.055283340576070227,0.055283340576070227,SH601877,正泰电器,2026-05-25,0.14302789,0.1468393
56,SZ001979,0.0615636406670481,1.0,-0.041701436,0.10326507670983374,0.10326507670983374,,,2026-05-25,0.030753339,0.030662024
57,SH603369,0.0605027600074355,1.0,0.055623055,0.004879705503040968,0.004879705503040968,SH603369,今世缘,2026-05-25,0.4037717,0.43168175
58,SZ000625,0.0589240127774738,0.6666666666666666,-0.024117887,0.08304189979758489,0.08304189979758489,,,2026-05-25,63.20447,63.353985
59,SZ300832,0.0579744105484083,1.0,0.023229718,0.034744692340095314,0.034744692340095314,,,2026-05-25,0.098810546,0.10434725
60,SZ001965,0.0569056912148957,1.0,-0.0073692203,0.06427491147170111,0.06427491147170111,,,2026-05-25,0.13808087,0.13848622
61,SZ000002,0.056141615225509,1.0,-0.01771164,0.07385325462980588,0.07385325462980588,,,2026-05-25,14.562352,14.647893
62,SZ300476,0.0551463067725266,0.6666666666666666,-0.034735084,0.0898813903525437,0.0898813903525437,,,2026-05-25,18.888271,19.352211
63,SH601360,0.0536505124932092,1.0,-0.025427401,0.07907791355903562,0.07907791355903562,SH601360,三六零,2026-05-25,0.40035284,0.40342453
64,SH600989,0.0503614922518629,1.0,-0.007210791,0.05757228336285533,0.05757228336285533,SH600989,宝丰能源,2026-05-25,0.14439887,0.14507215
65,SH600588,0.0502932070399503,1.0,-0.037377954,0.08767116056930821,0.08767116056930821,SH600588,用友网络,2026-05-25,3.969094,3.9691362
66,SH688111,0.0502156651740217,1.0,-0.025373518,0.07558918364097117,0.07558918364097117,SH688111,金山办公,2026-05-25,0.015660834,0.015913475
67,SZ000425,0.049891995348414,0.6666666666666666,-0.026016474,0.0759084691185556,0.0759084691185556,,,2026-05-25,33.25002,33.07689
68,SZ000938,0.0495253660455072,0.6666666666666666,-0.030435205,0.0799605705514276,0.0799605705514276,,,2026-05-25,0.39696226,0.40439174
69,SH600115,0.0471849091073066,1.0,-0.02922076,0.07640566897592843,0.07640566897592843,SH600115,中国东航,2026-05-25,0.5368249,0.5344712
70,SZ300059,0.0471277211314375,1.0,-0.021942794,0.06907051545440503,0.06907051545440503,,,2026-05-25,39.47361,39.749424
71,SZ000630,0.0448582437778607,1.0,-0.054181695,0.09903993876229673,0.09903993876229673,,,2026-05-25,25.465296,25.464811
72,SH600027,0.0439648441000628,1.0,0.021043777,0.02292106663424249,0.02292106663424249,SH600027,华电国际,2026-05-25,1.3395226,1.3752093
73,SH601600,0.04174584606066,0.6666666666666666,-0.02048558,0.06223142602815878,0.06223142602815878,SH601600,中国铝业,2026-05-25,0.04193645,0.043271575
74,SH600011,0.0416604413959328,1.0,0.026680112,0.014980329510861999,0.014980329510861999,SH600011,华能国际,2026-05-25,1.1297139,1.1689365
75,SH600377,0.0410111271678316,1.0,0.011223555,0.029787572556625543,0.029787572556625543,SH600377,宁沪高速,2026-05-25,3.0002594,3.034004
76,SZ000063,0.0405349376339801,1.0,-0.020264804,0.06079974199723083,0.06079974199723083,,,2026-05-25,6.368551,6.470612
77,SH603799,0.0404244008518109,0.6666666666666666,-0.03441143,0.07483583121069762,0.07483583121069762,SH603799,华友钴业,2026-05-25,8.199801,8.266337
78,SH603259,0.0399553668967441,0.6666666666666666,-0.014227986,0.054183353232498496,0.054183353232498496,SH603259,药明康德,2026-05-25,0.6972366,0.6983577
79,SH601995,0.0392233602983283,1.0,-0.009319425,0.048542784927539724,0.048542784927539724,SH601995,中金公司,2026-05-25,0.025645474,0.025838414
80,SH600066,0.0384763695422249,1.0,-0.0030549765,0.04153134600554277,0.04153134600554277,SH600066,宇通客车,2026-05-25,270.47403,273.11465
81,SZ000301,0.0379001810356537,1.0,-0.015883744,0.05378392479862367,0.05378392479862367,,,2026-05-25,0.40455723,0.40308964
82,SH601012,0.0376566811453997,0.6666666666666666,-0.016457736,0.05411441763755668,0.05411441763755668,SH601012,隆基绿能,2026-05-25,14.56559,15.083769
83,SH600029,0.0371401006876159,0.6666666666666666,-0.023084939,0.06022503921376946,0.06022503921376946,SH600029,南方航空,2026-05-25,1.0772942,1.073731
84,SZ002466,0.0361769452371904,0.6666666666666666,-0.028917313,0.0650942578592607,0.0650942578592607,,,2026-05-25,0.681057,0.6954143
85,SH601898,0.0357728256541029,0.6666666666666666,0.002669096,0.033103729661060906,0.033103729661060906,SH601898,中煤能源,2026-05-25,0.06682399,0.0677015
86,SH601066,0.034818046882192,1.0,0.00038194656,0.034436100318471295,0.034436100318471295,SH601066,中信建投,2026-05-25,0.47493634,0.47870272
87,SH600048,0.0343888570615837,1.0,-0.030803084,0.06519194143505783,0.06519194143505783,SH600048,保利发展,2026-05-25,9.993949,9.976168
88,SZ002714,0.0333176766173786,1.0,-0.013842881,0.04716055734323919,0.04716055734323919,,,2026-05-25,12.704406,12.830315
89,SH601888,0.032845881787905,1.0,-0.005341053,0.0381869347969382,0.0381869347969382,SH601888,中国中免,2026-05-25,1.0415632,1.0575203
90,SH600674,0.0327699133673311,1.0,-0.0059464574,0.038716370753347946,0.038716370753347946,SH600674,川投能源,2026-05-25,67.56189,67.87474
91,SH600309,0.0325608259720002,0.6666666666666666,-0.016898513,0.04945933881227119,0.04945933881227119,SH600309,万华化学,2026-05-25,142.75912,145.43968
92,SH603993,0.0313362132379925,1.0,-0.038743198,0.07007941115593073,0.07007941115593073,SH603993,洛阳钼业,2026-05-25,2.9834979,3.0359745
93,SZ002600,0.030999825846512,0.6666666666666666,-0.01893562,0.04993544663127152,0.04993544663127152,,,2026-05-25,0.77178776,0.7854921
94,SZ002415,0.030351345826049,1.0,-0.010940433,0.041291778374571944,0.041291778374571944,,,2026-05-25,2.8300683,2.877809
95,SH688396,0.0301073380986434,1.0,0.024842858,0.00526447978412924,0.00526447978412924,SH688396,华润微,2026-05-25,0.037425883,0.03982021
96,SH601618,0.0300709915517868,0.6666666666666666,-0.00817436,0.0382453513502182,0.0382453513502182,SH601618,中国中冶,2026-05-25,0.09881587,0.098944016
97,SH688223,0.029720421711162,0.3333333333333333,-0.021671832,0.051392253318980605,0.051392253318980605,SH688223,晶科能源,2026-05-25,0.06008631,0.062290497
98,SZ002460,0.0288098617629465,0.3333333333333333,-0.02266723,0.05147709093851413,0.05147709093851413,,,2026-05-25,4.275682,4.3896947
99,SZ002050,0.0275562880384215,0.6666666666666666,-0.06282365,0.09037994125955187,0.09037994125955187,,,2026-05-25,183.67535,180.43553
100,SH600809,0.0273066183083877,0.6666666666666666,0.015162349,0.01214426956113428,0.01214426956113428,SH600809,山西汾酒,2026-05-25,87.68352,91.02085
