,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SH600845,0.0399378939671415,1.0,-0.056879878,0.09681777201126993,0.09681777201126993,SH600845,宝信软件,2026-05-19,38.811962,39.70476
1,SH600795,0.0348748386619398,1.0,-0.008096695,0.04297153360822886,0.04297153360822886,SH600795,国电电力,2026-05-19,38.83005,39.380306
2,SH601985,0.0338851348031612,1.0,-0.030685902,0.0645710364450069,0.0645710364450069,SH601985,中国核电,2026-05-19,0.57215685,0.5738451
3,SH601995,0.0305545271687945,1.0,-0.0065027475,0.03705727470450007,0.03705727470450007,SH601995,中金公司,2026-05-19,0.025617354,0.026051994
4,SH600674,0.0303860141688863,1.0,-0.013319194,0.04370520848575031,0.04370520848575031,SH600674,川投能源,2026-05-19,66.98046,67.6522
5,SH600377,0.030047809282796,1.0,0.0024580956,0.02758971373225889,0.02758971373225889,SH600377,宁沪高速,2026-05-19,2.9547465,2.9812748
6,SH600919,0.0299409659916453,1.0,0.010700941,0.01924002490582987,0.01924002490582987,SH600919,江苏银行,2026-05-19,0.3835217,0.39035612
7,SH688036,0.0276935945247603,1.0,-0.01985544,0.04754903418769365,0.04754903418769365,SH688036,传音控股,2026-05-19,0.05017071,0.050866086
8,SZ000725,0.026077721548553,1.0,0.10077846,-0.0747007389540715,0.0747007389540715,,,2026-05-19,0.24201372,0.2663647
9,SH600011,0.0248824883890623,1.0,-0.020242989,0.045125477452325244,0.045125477452325244,SH600011,华能国际,2026-05-19,1.1237884,1.1294311
10,SH601006,0.0238650244117189,1.0,-0.014472783,0.038337807023565824,0.038337807023565824,SH601006,大秦铁路,2026-05-19,1.2585901,1.2680154
11,SH603195,0.0234164187240869,1.0,0.01269412,0.010722298316982407,0.010722298316982407,SH603195,公牛集团,2026-05-19,0.06903543,0.07099516
12,SZ001965,0.023093664553625,1.0,0.02121222,0.0018814443616694335,0.0018814443616694335,,,2026-05-19,0.1343452,0.13760453
13,SH601838,0.0219862091705439,1.0,0.0037736893,0.01821251990052437,0.01821251990052437,SH601838,成都银行,2026-05-19,0.37072846,0.3735265
14,SZ002236,0.0204661090433575,1.0,-0.024972737,0.04543884587883724,0.04543884587883724,,,2026-05-19,23.961752,24.44043
15,SZ002142,0.0188940610538532,1.0,0.0069930553,0.01190100571022527,0.01190100571022527,,,2026-05-19,0.3888783,0.3958073
16,SZ000333,0.0175872750105795,1.0,0.0,0.0175872750105795,0.0175872750105795,,,2026-05-19,1.4531344,1.4825536
17,SH600999,0.0174369015338966,1.0,0.022394061,-0.00495715955466541,0.00495715955466541,SH600999,招商证券,2026-05-19,0.0730521,0.07820991
18,SH600027,0.0157723919514643,1.0,-0.019182742,0.03495513359346259,0.03495513359346259,SH600027,华电国际,2026-05-19,1.3513991,1.3589784
19,SZ002422,0.0147400204638975,1.0,0.013484716,0.0012553040484922263,0.0012553040484922263,,,2026-05-19,0.21383676,0.22214662
20,SH600900,0.0141877007519408,1.0,-0.008922458,0.023110158446948123,0.023110158446948123,SH600900,长江电力,2026-05-19,10.124789,10.151126
21,SZ002594,0.0134606698041567,1.0,0.0016331673,0.011827502537310996,0.011827502537310996,,,2026-05-19,1.4295657,1.4731308
22,SH601298,0.0130211037788354,1.0,0.008354187,0.00466691676711665,0.00466691676711665,SH601298,青岛港,2026-05-19,0.36391562,0.37326258
23,SH601939,0.0113775619135299,1.0,0.02034998,-0.008972417487104865,0.008972417487104865,SH601939,建设银行,2026-05-19,0.8403464,0.8634583
24,SH601728,0.0093968918267918,1.0,-0.045848846,0.055245738262338674,0.055245738262338674,SH601728,中国电信,2026-05-19,0.26193312,0.26192275
25,SH601669,0.009337695134061,1.0,-0.032851577,0.042189271939175745,0.042189271939175745,SH601669,中国电建,2026-05-19,0.3684102,0.36956048
26,SH601901,0.0093164244796642,1.0,0.0053474903,0.003968934168995254,0.003968934168995254,SH601901,方正证券,2026-05-19,0.25597313,0.2645811
27,SH601878,0.0072541944670285,1.0,0.0,0.0072541944670285,0.0072541944670285,SH601878,浙商证券,2026-05-19,0.079138316,0.081624344
28,SH601066,0.0066345631216888,1.0,0.015422106,-0.00878754266749577,0.00878754266749577,SH601066,中信建投,2026-05-19,0.44689292,0.46328232
29,SZ300999,0.0064838113448784,1.0,-0.023486197,0.029970008339659893,0.029970008339659893,,,2026-05-19,0.008799201,0.008866509
30,SH600030,0.0051682189406902,1.0,0.005373001,-0.0002047821579426127,0.0002047821579426127,SH600030,中信证券,2026-05-19,45.76789,47.540802
31,SZ000651,0.0040588481844402,1.0,-0.016451955,0.02051080302605397,0.02051080302605397,,,2026-05-19,491.38776,492.50668
32,SH601618,0.0032983526890684,1.0,-0.016216218,0.0195145711605955,0.0195145711605955,SH601618,中国中冶,2026-05-19,0.099733174,0.099989206
33,SH600887,0.0026987513635845,1.0,-0.013273954,0.01597270575506399,0.01597270575506399,SH600887,伊利股份,2026-05-19,77.64412,78.18814
34,SH600018,0.002167958533182,1.0,-0.003472209,0.005640167509927605,0.005640167509927605,SH600018,上港集团,2026-05-19,1.0170169,1.0278791
35,SZ000963,0.0014283066124117,1.0,0.0,0.0014283066124117,0.0014283066124117,,,2026-05-19,12.676891,12.882185
36,SZ300015,0.0004722936164598,1.0,-0.011622906,0.012095199347660972,0.012095199347660972,,,2026-05-19,15.253316,15.5108
37,SH600406,0.000415258686641,1.0,-0.032791972,0.03320723084698036,0.03320723084698036,SH600406,国电南瑞,2026-05-19,295.3314,296.7792
