,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SZ300308,0.1092534983769036,1.0,-0.0017498732,0.11100337153821951,0.11100337153821951,,,2026-04-29,78.70229,81.59331
1,SZ300502,0.1025243494441605,1.0,-0.0062959194,0.10882026886249546,0.10882026886249546,,,2026-04-29,78.46258,80.96801
2,SZ300782,0.0967721528265612,1.0,0.03594196,0.060830194399131995,0.060830194399131995,,,2026-04-29,1.0667949,1.1297735
3,SZ002463,0.0854420055252646,1.0,0.021636486,0.0638055194717978,0.0638055194717978,,,2026-04-29,2.6333232,2.7598536
4,SZ000977,0.0769306699334146,1.0,0.049735785,0.027194885402774954,0.027194885402774954,,,2026-04-29,3.505454,3.758154
5,SH603986,0.0736649857307695,1.0,0.10000336,-0.02633837597119583,0.02633837597119583,SH603986,兆易创新,2026-04-29,8.901763,9.791971
6,SH600482,0.0722035436868773,1.0,0.028248549,0.04395499517918687,0.04395499517918687,SH600482,中国动力,2026-04-29,8.378449,8.8322525
7,SZ002938,0.0690220384844641,1.0,0.042717457,0.02630458166683715,0.02630458166683715,,,2026-04-29,0.17800574,0.1863948
8,SZ002475,0.0690220384844641,1.0,0.001193881,0.06782815744961303,0.06782815744961303,,,2026-04-29,50.243595,53.243195
9,SZ002916,0.0690220384844641,1.0,0.01999998,0.04902205755795043,0.04902205755795043,,,2026-04-29,2.2506492,2.4326458
10,SH603296,0.0657453292338818,1.0,0.05972755,0.006017779680964314,0.006017779680964314,SH603296,华勤技术,2026-04-29,0.039896954,0.04388496
11,SH600150,0.0620062482407141,1.0,-0.013841331,0.07584757924581054,0.07584757924581054,SH600150,中国船舶,2026-04-29,9.384717,9.331682
12,SZ000807,0.0611048479562227,1.0,0.027038574,0.0340662737374727,0.0340662737374727,,,2026-04-29,46.459187,47.890434
13,SH600176,0.0596748114204411,1.0,0.07245195,-0.012777137699126771,0.012777137699126771,SH600176,中国巨石,2026-04-29,319.4128,349.77246
14,SH688256,0.0590640656236924,1.0,0.073554635,-0.014490569424220195,0.014490569424220195,SH688256,寒武纪,2026-04-29,0.037681628,0.04357872
15,SZ300661,0.0581317106196295,1.0,-0.037964165,0.09609587583035337,0.09609587583035337,,,2026-04-29,4.80395,4.9219894
16,SH600522,0.0572894718661897,1.0,0.05345559,0.0038338806644074713,0.0038338806644074713,SH600522,中天科技,2026-04-29,18.298288,19.475584
17,SZ002648,0.0526304963396797,1.0,-0.0040577054,0.05668820174205397,0.05668820174205397,,,2026-04-29,3.9288814,3.9288523
18,SZ300394,0.0484239464875417,1.0,0.02816093,0.02026301680767109,0.02026301680767109,,,2026-04-29,31.849575,34.861446
19,SZ000338,0.047292926512764,1.0,0.0999918,-0.05269887188811491,0.05269887188811491,,,2026-04-29,4.068689,4.475491
20,SH600183,0.0425123228106559,1.0,0.056200027,-0.01368770465516441,0.01368770465516441,SH600183,生益科技,2026-04-29,73.7635,79.798515
21,SZ002384,0.0418385271722825,1.0,0.027579188,0.014259338825419708,0.014259338825419708,,,2026-04-29,2.2182953,2.3648872
22,SZ002415,0.0415937671895832,1.0,-0.0068954825,0.048489249729713815,0.048489249729713815,,,2026-04-29,3.066877,3.1344442
23,SZ000333,0.0407593105179299,1.0,-0.008132577,0.04889188746037375,0.04889188746037375,,,2026-04-29,1.4459778,1.4420713
24,SZ000938,0.0400031367104572,1.0,-0.0043780804,0.044381217078499194,0.044381217078499194,,,2026-04-29,0.43943658,0.45413327
25,SH600426,0.0391577944926543,1.0,0.0018092394,0.037348555105142095,0.037348555105142095,SH600426,华鲁恒升,2026-04-29,61.497078,61.73558
26,SZ300866,0.0388414066072509,1.0,-0.019070685,0.057912091517071454,0.057912091517071454,,,2026-04-29,0.01167952,0.011800135
27,SH600309,0.0347471610124079,1.0,0.0021220446,0.03262511644911444,0.03262511644911444,SH600309,万华化学,2026-04-29,164.76787,165.19112
28,SZ300408,0.0344711657009103,1.0,-0.00815773,0.04262889580344936,0.04262889580344936,,,2026-04-29,0.94084466,0.95502657
