,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SZ300782,0.0805734774094534,0.5,0.021624923,0.058948554657073035,0.058948554657073035,,,2026-04-09,1.0696865,1.1320133
1,SH600926,0.0651930226642993,1.0,0.0017769337,0.06341608899425535,0.06341608899425535,SH600926,杭州银行,2026-04-09,0.2752754,0.2760932
2,SH600919,0.0639384897247127,1.0,0.0027731657,0.06116532402189287,0.06116532402189287,SH600919,江苏银行,2026-04-09,0.36982578,0.37119082
3,SZ000895,0.0632937136061977,1.0,0.020399451,0.042894262350399365,0.042894262350399365,,,2026-04-09,64.72137,66.45853
4,SZ000001,0.0590169949332244,1.0,-0.0018090606,0.06082605550680228,0.06082605550680228,,,2026-04-09,1.2795651,1.2795506
5,SZ002709,0.0577332630140179,0.5,-0.00020629168,0.057939554689585525,0.057939554689585525,,,2026-04-09,25.076761,25.366999
6,SZ300498,0.0558339702906303,1.0,0.01876235,0.03707162020823284,0.03707162020823284,,,2026-04-09,0.025263205,0.026088687
7,SH601838,0.0543446934128292,0.5,-0.011326849,0.06567154287343101,0.06567154287343101,SH601838,成都银行,2026-04-09,0.3457328,0.34682816
8,SH601939,0.0540103093929329,1.0,0.008676767,0.04533354204368974,0.04533354204368974,SH601939,建设银行,2026-04-09,0.7884137,0.79612267
9,SH601658,0.0508192625623144,1.0,-0.00146842,0.052287682591000924,0.052287682591000924,SH601658,邮储银行,2026-04-09,0.29471245,0.29502648
10,SH600941,0.047160855012012,1.0,-0.003690064,0.050850918965411655,0.050850918965411655,SH600941,中国移动,2026-04-09,0.04113886,0.041058443
11,SH601919,0.046239798623293,0.5,-0.0071467757,0.05338657434579666,0.05338657434579666,SH601919,中远海控,2026-04-09,0.32452938,0.32458824
12,SH601328,0.0417450373379583,1.0,0.0070308447,0.03471419264954277,0.03471419264954277,SH601328,交通银行,2026-04-09,0.27464348,0.27648604
13,SH601229,0.040563553889891,1.0,-0.0011095405,0.0416730943523849,0.0416730943523849,SH601229,上海银行,2026-04-09,0.20694329,0.20734715
14,SH600018,0.0394784109958138,0.5,-0.0011834502,0.04066186121782918,0.04066186121782918,SH600018,上港集团,2026-04-09,0.99418,0.9977991
15,SH601825,0.0393706015412862,1.0,-0.0032786727,0.042649274236446114,0.042649274236446114,SH601825,沪农商行,2026-04-09,0.14130719,0.1419165
16,SH600660,0.0390984580357833,1.0,-0.00087177753,0.039970235570268166,0.039970235570268166,SH600660,福耀玻璃,2026-04-09,204.43793,207.07271
17,SZ002415,0.0387283487021251,1.0,0.0296458,0.00908254811160996,0.00908254811160996,,,2026-04-09,2.679781,2.760076
18,SZ002352,0.0376136443062953,1.0,-0.01015842,0.04777206391536513,0.04777206391536513,,,2026-04-09,0.510434,0.50881004
19,SZ000858,0.0375686592724602,0.5,0.0034296513,0.03413900801208422,0.03413900801208422,,,2026-04-09,19.5372,19.609962
20,SH600036,0.0369309928001383,1.0,-0.005861759,0.042792751985929314,0.042792751985929314,SH600036,招商银行,2026-04-09,14.501257,14.482885
21,SH601166,0.0362318057984573,0.5,-0.00592649,0.04215829562847439,0.04215829562847439,SH601166,兴业银行,2026-04-09,1.2792886,1.2786237
22,SH600015,0.0360709074063492,0.5,0.0,0.0360709074063492,0.0360709074063492,SH600015,华夏银行,2026-04-09,5.446329,5.4538317
23,SH601077,0.0358543959553394,1.0,0.0056602955,0.030194100468889207,0.030194100468889207,SH601077,渝农商行,2026-04-09,0.17630352,0.17805782
24,SH688009,0.0350905710221328,0.5,-0.013513565,0.04860413608560936,0.04860413608560936,SH688009,中国通号,2026-04-09,0.05366449,0.05358391
25,SH601169,0.0339869047586134,0.5,0.0,0.0339869047586134,0.0339869047586134,SH601169,北京银行,2026-04-09,0.2544376,0.25490963
26,SH601998,0.0327789866354844,1.0,-0.0023724437,0.03515143031147927,0.03515143031147927,SH601998,中信银行,2026-04-09,0.26782495,0.26753286
27,SH601398,0.0316385585536317,0.5,0.008219123,0.023419435666973985,0.023419435666973985,SH601398,工商银行,2026-04-09,4.2350707,4.2815146
28,SH601009,0.0316194493563427,1.0,-0.00090432167,0.032523771026874926,0.032523771026874926,SH601009,南京银行,2026-04-09,1.5311207,1.5325619
29,SH601298,0.0290500122512776,0.5,0.0025907755,0.02645923676147047,0.02645923676147047,SH601298,青岛港,2026-04-09,0.35201988,0.35343665
30,SH601816,0.0289553483495229,0.5,-0.003745377,0.03270072541327412,0.03270072541327412,SH601816,京沪高铁,2026-04-09,0.12568977,0.12576428
31,SH600600,0.028850526608867,0.5,-0.0018956065,0.030746133126658748,0.030746133126658748,SH600600,青岛啤酒,2026-04-09,2.7017474,2.6980016
32,SH601059,0.0279737995944497,1.0,0.0046948195,0.02327898014407128,0.02327898014407128,SH601059,信达证券,2026-04-09,0.12224249,0.12309974
33,SZ000651,0.0272494720017579,1.0,-0.004820466,0.03206993804332284,0.03206993804332284,,,2026-04-09,464.39886,463.65274
34,SH601668,0.0268858668009904,0.5,-0.010169506,0.03705537287398845,0.03705537287398845,SH601668,中国建筑,2026-04-09,0.657024,0.65555745
35,SH601607,0.0252505105862856,0.5,-0.004670441,0.029920951736950883,0.029920951736950883,SH601607,上海医药,2026-04-09,1.1126896,1.1120224
36,SH600887,0.0252493131427779,0.5,-0.0068858266,0.0321351397304549,0.0321351397304549,SH600887,伊利股份,2026-04-09,74.83827,74.72378
