datetime,instrument,score,exp_name,rid,real_label,error,abs_error
2026-04-09,SH600000,-1.0596688521347714e-09,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260409_16,2abfdb5c57864b09b6e7fcfb3cda7a0e,,,
2026-04-09,SH601127,0.07133730484001409,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601136,-0.05445595889725017,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601138,-0.097452981858755,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601166,0.07246361265658353,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601169,0.06797381057689571,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601186,-0.01329776221687405,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601117,0.02682007882657488,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601211,0.01794116321233962,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601229,0.0783767667545869,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601236,0.011669955616513706,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601238,0.044433031041553356,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601288,-0.036893989336536294,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601298,0.05810002556222415,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601318,-0.02103832953027804,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601225,0.0649245948172298,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601111,-0.004660216174036525,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601100,-0.008137470178118208,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH601088,0.14753636362871853,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH600930,-0.01062697172316534,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH600938,-0.07291635174710999,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
2026-04-09,SH600941,0.091571368998829,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260409_14,4b9ddae187c24c87a603e29480b4fb76,,,
