datetime,instrument,score,exp_name,rid,real_label,error,abs_error
2026-04-03,SH600000,0.04170861368876494,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000596,0.09179830396312563,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000568,0.10136588247719563,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000538,0.06914011955830536,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000425,0.14606485907089525,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000408,0.02845654596867963,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000338,-0.1482668044907604,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000617,0.017033372729237033,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000333,0.026573807403655968,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000166,-0.039938929620931714,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000157,0.04109250058595668,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000100,-0.03978694386107761,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000063,0.03723952901717273,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000002,-0.00313780932418118,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000001,0.031669987246226286,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000301,-0.022163807559541285,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000625,-0.017569479516463222,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000630,0.09885338765118891,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000651,0.04978465062006038,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000977,0.10062403349563681,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000975,-0.013847390062451014,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000963,0.007182246309593286,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
2026-04-03,SZ000938,-0.0504833351057829,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260403_13,a2a9b790204448279f92e5dcdd37d04d,,,
